gpa,attendance,financial_score,credit_hours,scholarship
3.19,81.6,36.6,41.0,Not Eligible
2.25,94.9,73.5,121.0,Not Eligible
2.86,94.6,82.4,59.0,Not Eligible
2.32,90.9,42.4,33.0,Not Eligible
3.4,76.6,74.1,29.0,Not Eligible
3.52,91.4,56.9,84.0,Not Eligible
2.21,75.5,99.2,84.0,Not Eligible
3.01,86.6,69.1,123.0,Eligible
3.63,82.7,73.8,15.0,Not Eligible
3.87,72.0,84.3,25.0,Not Eligible
3.03,78.1,14.3,28.0,Not Eligible
3.9,93.2,36.7,51.0,Not Eligible
3.07,96.5,49.1,67.0,Not Eligible
2.79,68.2,15.3,60.0,Not Eligible
3.7,78.2,36.2,120.0,Eligible
2.99,77.3,68.6,89.0,Not Eligible
2.94,79.6,25.1,104.0,Eligible
2.98,99.1,48.1,110.0,Eligible
3.69,80.7,13.7,67.0,Not Eligible
3.66,93.2,11.4,81.0,Not Eligible
2.81,86.6,36.7,41.0,Not Eligible
2.67,64.3,72.7,99.0,Not Eligible
2.98,87.8,52.6,86.0,Not Eligible
3.15,85.9,62.8,69.0,Not Eligible
2.48,90.3,40.3,31.0,Not Eligible
3.59,63.0,58.6,115.0,Eligible
2.97,69.7,48.4,36.0,Not Eligible
2.67,90.8,39.7,65.0,Not Eligible
2.21,74.8,2.4,92.0,Not Eligible
2.48,96.4,84.5,23.0,Not Eligible
3.9,80.7,95.2,120.0,Eligible
2.61,60.0,53.0,15.0,Not Eligible
2.34,88.0,44.7,98.0,Not Eligible
2.92,80.5,76.5,110.0,Eligible
2.61,72.7,1.3,83.0,Not Eligible
2.07,60.8,13.8,11.0,Not Eligible
2.65,67.9,27.8,8.0,Not Eligible
3.09,66.5,8.4,96.0,Not Eligible
3.1,83.3,4.6,90.0,Not Eligible
2.71,90.8,93.9,126.0,Eligible
2.89,69.4,18.5,111.0,Eligible
3.93,87.9,59.3,9.0,Not Eligible
2.75,96.0,53.9,50.0,Not Eligible
2.52,84.9,28.6,79.0,Not Eligible
2.49,91.0,64.8,14.0,Not Eligible
2.92,68.2,32.5,31.0,Not Eligible
3.52,63.0,45.8,19.0,Not Eligible
2.41,74.6,38.1,78.0,Not Eligible
3.42,88.4,91.1,92.0,Not Eligible
2.04,87.4,93.0,24.0,Not Eligible
2.84,98.2,37.4,112.0,Eligible
3.55,85.2,24.7,37.0,Not Eligible
2.68,76.5,73.7,112.0,Eligible
3.13,91.9,31.5,86.0,Not Eligible
2.41,66.1,48.1,90.0,Not Eligible
3.48,92.5,54.4,47.0,Not Eligible
2.1,74.6,98.7,112.0,Not Eligible
3.71,66.2,38.3,81.0,Not Eligible
2.4,66.5,41.0,61.0,Not Eligible
3.75,99.3,6.8,25.0,Not Eligible
2.71,84.9,66.3,8.0,Not Eligible
3.45,67.0,19.1,125.0,Eligible
2.64,70.7,61.4,126.0,Eligible
3.81,74.9,24.2,71.0,Not Eligible
2.25,62.2,94.5,54.0,Not Eligible
2.36,64.3,8.1,106.0,Not Eligible
2.99,90.5,93.0,53.0,Not Eligible
2.16,91.5,55.1,56.0,Not Eligible
2.39,99.5,93.7,117.0,Not Eligible
3.89,62.7,49.3,42.0,Not Eligible
3.95,95.6,4.5,34.0,Not Eligible
2.75,72.7,19.8,123.0,Eligible
3.85,73.1,35.1,11.0,Not Eligible
3.09,65.1,93.8,16.0,Not Eligible
2.54,99.5,75.9,62.0,Not Eligible
3.4,99.2,60.2,126.0,Eligible
3.32,94.6,44.0,118.0,Eligible
3.98,63.6,44.7,104.0,Eligible
2.53,93.7,65.3,88.0,Not Eligible
3.34,85.4,72.0,74.0,Not Eligible
2.1,65.2,47.7,76.0,Not Eligible
2.23,70.5,79.8,81.0,Not Eligible
2.01,87.6,52.4,27.0,Not Eligible
4.0,92.1,51.5,3.0,Not Eligible
3.6,93.9,64.8,32.0,Not Eligible
3.57,81.8,79.4,104.0,Eligible
3.02,81.4,59.7,4.0,Not Eligible
2.6,87.4,92.3,99.0,Not Eligible
2.3,91.1,87.7,74.0,Not Eligible
2.57,66.8,77.0,79.0,Not Eligible
2.75,89.6,46.2,18.0,Not Eligible
3.51,73.7,61.3,75.0,Not Eligible
3.08,75.4,50.7,7.0,Not Eligible
2.15,63.1,0.6,103.0,Not Eligible
2.04,83.5,66.3,101.0,Not Eligible
2.2,63.7,91.6,93.0,Not Eligible
2.82,96.5,51.9,3.0,Not Eligible
3.87,84.8,17.1,20.0,Not Eligible
3.27,99.6,45.9,27.0,Not Eligible
3.6,69.8,0.3,67.0,Not Eligible
2.93,87.2,74.0,106.0,Eligible
2.72,98.6,66.9,22.0,Not Eligible
2.22,71.9,65.2,67.0,Not Eligible
3.75,63.9,43.4,110.0,Eligible
3.57,85.4,39.2,49.0,Not Eligible
2.34,74.6,27.3,59.0,Not Eligible
3.02,70.9,91.6,65.0,Not Eligible
2.97,99.7,36.9,90.0,Not Eligible
3.25,90.2,55.5,42.0,Not Eligible
3.89,79.4,45.7,56.0,Not Eligible
3.16,62.0,66.1,97.0,Not Eligible
3.08,67.7,98.2,55.0,Not Eligible
2.1,72.0,58.0,86.0,Not Eligible
2.13,79.5,40.7,36.0,Not Eligible
2.37,79.9,60.6,119.0,Not Eligible
2.06,61.0,3.4,104.0,Not Eligible
3.49,97.7,90.5,119.0,Eligible
3.45,81.7,16.8,16.0,Not Eligible
2.27,60.8,54.0,68.0,Not Eligible
3.67,88.1,38.0,13.0,Not Eligible
2.31,62.9,85.1,3.0,Not Eligible
2.6,88.8,96.3,110.0,Eligible
2.5,88.1,6.2,37.0,Not Eligible
2.74,99.4,20.7,85.0,Not Eligible
2.51,73.7,84.9,83.0,Not Eligible
2.98,65.8,45.4,114.0,Eligible
2.81,63.7,63.3,56.0,Not Eligible
3.97,62.9,37.1,128.0,Eligible
2.11,92.4,53.4,51.0,Not Eligible
2.28,88.7,26.7,122.0,Not Eligible
2.11,99.0,59.0,129.0,Not Eligible
3.25,72.4,43.3,5.0,Not Eligible
2.11,92.1,68.1,63.0,Not Eligible
3.67,63.7,60.8,29.0,Not Eligible
3.02,96.2,13.4,63.0,Not Eligible
3.05,62.1,19.0,91.0,Not Eligible
3.12,91.5,2.3,5.0,Not Eligible
2.34,72.3,35.8,104.0,Not Eligible
2.4,67.2,27.3,20.0,Not Eligible
2.64,88.2,8.2,61.0,Not Eligible
3.19,95.8,67.8,62.0,Not Eligible
2.42,90.6,71.6,69.0,Not Eligible
2.23,72.5,66.2,5.0,Not Eligible
3.94,74.1,23.3,54.0,Not Eligible
2.04,67.6,62.8,20.0,Not Eligible
3.61,93.0,38.0,42.0,Not Eligible
3.58,64.3,1.0,9.0,Not Eligible
2.59,96.1,96.8,66.0,Not Eligible
2.27,84.0,71.8,56.0,Not Eligible
2.29,83.6,23.9,61.0,Not Eligible
3.39,93.5,30.9,76.0,Not Eligible
3.29,86.7,89.8,19.0,Not Eligible
3.57,72.2,25.5,130.0,Eligible
3.87,74.0,9.2,103.0,Eligible
3.38,66.9,84.1,48.0,Not Eligible
2.31,78.6,69.8,93.0,Not Eligible
2.49,64.4,54.3,47.0,Not Eligible
3.68,86.1,55.4,121.0,Eligible
2.42,66.8,68.8,123.0,Not Eligible
2.15,94.6,91.1,130.0,Not Eligible
3.41,88.0,82.2,32.0,Not Eligible
2.81,95.7,23.3,17.0,Not Eligible
3.84,63.5,64.4,37.0,Not Eligible
3.3,91.9,67.1,33.0,Not Eligible
2.18,95.2,82.2,64.0,Not Eligible
3.9,61.8,91.1,5.0,Not Eligible
2.52,100.0,5.9,70.0,Not Eligible
2.67,72.0,9.4,19.0,Not Eligible
2.8,68.5,9.5,26.0,Not Eligible
2.1,76.6,69.2,4.0,Not Eligible
2.99,60.3,92.8,95.0,Not Eligible
2.25,95.4,58.2,18.0,Not Eligible
2.8,70.7,56.8,76.0,Not Eligible
2.7,80.9,84.0,115.0,Eligible
3.55,84.9,99.2,37.0,Not Eligible
3.61,91.6,94.2,6.0,Not Eligible
2.31,70.0,60.7,62.0,Not Eligible
2.73,88.7,99.7,51.0,Not Eligible
2.75,64.7,72.3,60.0,Not Eligible
2.3,88.2,70.1,6.0,Not Eligible
3.6,96.8,9.8,49.0,Not Eligible
3.41,63.4,29.7,7.0,Not Eligible
2.38,64.7,58.3,120.0,Not Eligible
2.73,82.3,69.8,63.0,Not Eligible
2.21,61.9,20.2,123.0,Not Eligible
3.26,67.5,80.9,15.0,Not Eligible
2.24,67.6,87.6,48.0,Not Eligible
3.97,79.2,85.2,62.0,Not Eligible
3.56,69.9,53.7,129.0,Eligible
2.78,79.0,34.0,17.0,Not Eligible
3.16,80.8,84.2,96.0,Not Eligible
3.82,89.2,74.2,123.0,Eligible
3.11,97.8,3.8,69.0,Not Eligible
2.35,80.1,50.1,123.0,Not Eligible
2.76,74.2,82.3,30.0,Not Eligible
3.69,70.3,56.9,37.0,Not Eligible
3.29,85.4,26.8,5.0,Not Eligible
3.3,97.7,1.7,79.0,Not Eligible
3.73,90.6,22.7,74.0,Not Eligible
3.79,68.2,61.2,85.0,Not Eligible
3.84,95.7,25.3,114.0,Eligible
2.19,89.4,1.1,75.0,Not Eligible
3.09,65.1,7.0,22.0,Not Eligible
3.48,88.5,38.0,4.0,Not Eligible
3.51,71.6,46.5,8.0,Not Eligible
3.21,79.7,75.9,82.0,Not Eligible
2.33,72.0,54.1,91.0,Not Eligible
3.59,63.4,77.9,39.0,Not Eligible
3.44,90.7,15.0,101.0,Eligible
2.17,93.1,35.0,43.0,Not Eligible
2.93,69.3,51.7,85.0,Not Eligible
2.35,69.6,1.6,118.0,Not Eligible
2.67,77.2,96.1,25.0,Not Eligible
2.04,92.5,92.3,109.0,Not Eligible
2.8,63.1,66.4,1.0,Not Eligible
3.1,92.3,21.3,102.0,Eligible
3.24,96.9,13.8,32.0,Not Eligible
3.33,82.5,88.8,1.0,Not Eligible
3.67,62.4,28.8,2.0,Not Eligible
2.43,70.8,37.7,58.0,Not Eligible
2.24,64.5,39.6,14.0,Not Eligible
3.7,70.4,21.3,65.0,Not Eligible
2.31,92.5,72.5,106.0,Not Eligible
3.95,62.2,57.5,81.0,Not Eligible
3.69,71.4,88.9,101.0,Eligible
3.0,80.7,21.9,69.0,Not Eligible
3.96,95.0,34.0,86.0,Not Eligible
2.19,70.0,49.5,81.0,Not Eligible
2.61,91.1,47.2,22.0,Not Eligible
3.28,83.3,98.2,51.0,Not Eligible
2.7,87.1,59.6,90.0,Not Eligible
3.86,94.5,41.0,91.0,Not Eligible
2.13,61.1,28.5,26.0,Not Eligible
3.1,81.2,57.7,73.0,Not Eligible
3.18,89.9,54.7,12.0,Not Eligible
3.31,95.4,50.8,99.0,Not Eligible
2.51,65.3,94.4,94.0,Not Eligible
2.73,73.7,50.4,100.0,Eligible
3.69,63.1,22.8,16.0,Not Eligible
2.39,93.4,15.6,41.0,Not Eligible
3.65,94.3,91.0,41.0,Not Eligible
3.13,79.3,99.8,22.0,Not Eligible
3.52,60.8,59.2,5.0,Not Eligible
3.43,64.1,72.7,89.0,Not Eligible
2.42,85.0,42.0,77.0,Not Eligible
3.14,99.3,86.2,50.0,Not Eligible
3.74,93.6,34.7,47.0,Not Eligible
2.86,91.9,1.9,38.0,Not Eligible
3.93,76.7,3.8,15.0,Not Eligible
2.9,99.4,82.6,39.0,Not Eligible
2.29,93.0,42.1,75.0,Not Eligible
2.78,73.4,96.8,2.0,Not Eligible
3.9,89.9,41.8,20.0,Not Eligible
2.64,77.3,94.6,61.0,Not Eligible
3.74,86.4,47.1,25.0,Not Eligible
3.76,98.8,72.2,24.0,Not Eligible
2.7,69.9,29.3,46.0,Not Eligible
2.17,91.8,54.9,49.0,Not Eligible
3.45,83.6,32.6,33.0,Not Eligible
2.62,98.0,67.7,17.0,Not Eligible
3.57,65.4,22.8,68.0,Not Eligible
2.89,88.8,35.8,74.0,Not Eligible
2.97,61.5,63.4,44.0,Not Eligible
3.56,69.9,30.4,112.0,Eligible
2.76,72.8,27.9,111.0,Eligible
2.89,77.3,38.0,127.0,Eligible
2.75,98.6,62.2,69.0,Not Eligible
2.73,62.7,33.3,87.0,Not Eligible
3.05,66.8,43.5,127.0,Eligible
3.62,68.1,2.1,114.0,Eligible
2.72,77.0,70.0,103.0,Eligible
3.05,62.4,81.2,110.0,Eligible
3.34,98.6,82.7,80.0,Not Eligible
2.54,82.4,55.0,115.0,Eligible
2.56,92.5,42.5,114.0,Eligible
3.87,90.9,18.6,77.0,Not Eligible
3.45,86.4,65.6,45.0,Not Eligible
3.15,96.2,57.7,64.0,Not Eligible
3.3,96.1,43.0,0.0,Not Eligible
2.06,65.1,61.5,126.0,Not Eligible
3.24,96.1,95.4,43.0,Not Eligible
3.02,81.0,13.6,68.0,Not Eligible
3.09,70.7,96.5,109.0,Eligible
2.72,84.3,57.0,22.0,Not Eligible
2.16,71.2,83.2,118.0,Not Eligible
2.39,79.2,99.4,22.0,Not Eligible
3.9,92.7,92.8,14.0,Not Eligible
2.82,61.3,39.9,93.0,Not Eligible
2.93,67.3,45.8,52.0,Not Eligible
2.11,98.3,60.6,47.0,Not Eligible
2.08,77.8,63.8,59.0,Not Eligible
3.43,72.1,22.8,55.0,Not Eligible
3.08,96.9,94.8,9.0,Not Eligible
3.02,96.4,82.8,5.0,Not Eligible
2.49,61.8,13.0,54.0,Not Eligible
3.49,74.5,99.1,12.0,Not Eligible
2.34,96.5,99.6,30.0,Not Eligible
2.38,67.2,35.4,111.0,Not Eligible
2.92,83.1,84.8,34.0,Not Eligible
2.57,72.8,26.1,120.0,Eligible
2.49,89.5,16.0,57.0,Not Eligible
3.29,66.3,85.4,76.0,Not Eligible
3.3,83.8,56.1,29.0,Not Eligible
3.65,60.0,6.1,2.0,Not Eligible
2.84,70.1,83.3,58.0,Not Eligible
2.15,66.5,38.3,82.0,Not Eligible
2.55,68.4,16.9,25.0,Not Eligible
3.96,94.4,52.7,119.0,Eligible
3.19,96.6,47.0,24.0,Not Eligible
3.42,90.2,80.4,98.0,Not Eligible
2.01,83.6,47.9,75.0,Not Eligible
3.04,69.2,66.4,8.0,Not Eligible
2.08,71.0,35.4,59.0,Not Eligible
3.14,72.4,11.0,17.0,Not Eligible
3.84,91.1,4.3,46.0,Not Eligible
3.94,70.1,32.1,67.0,Not Eligible
3.08,98.9,66.9,44.0,Not Eligible
2.92,91.9,1.1,34.0,Not Eligible
3.89,100.0,24.9,59.0,Not Eligible
3.35,78.4,15.1,80.0,Not Eligible
2.13,83.6,46.2,113.0,Not Eligible
2.93,71.2,74.6,75.0,Not Eligible
2.48,84.1,55.3,33.0,Not Eligible
2.94,99.0,60.8,121.0,Eligible
2.91,61.2,94.6,23.0,Not Eligible
3.16,71.6,45.7,33.0,Not Eligible
2.71,71.3,81.4,14.0,Not Eligible
2.33,99.3,34.4,80.0,Not Eligible
3.01,65.3,62.0,20.0,Not Eligible
3.66,92.5,76.8,15.0,Not Eligible
3.33,71.0,82.7,102.0,Eligible
2.68,94.4,22.2,93.0,Not Eligible
3.87,79.5,25.5,114.0,Eligible
3.82,69.7,37.7,74.0,Not Eligible
2.42,88.4,25.0,33.0,Not Eligible
2.08,93.7,54.0,96.0,Not Eligible
3.48,78.8,80.7,62.0,Not Eligible
3.66,88.6,15.3,62.0,Not Eligible
3.94,67.3,40.7,25.0,Not Eligible
3.78,97.5,72.7,98.0,Not Eligible
3.2,63.9,70.4,112.0,Eligible
3.06,68.9,23.9,54.0,Not Eligible
2.06,71.5,66.0,27.0,Not Eligible
2.49,66.1,96.7,18.0,Not Eligible
2.92,76.3,62.6,16.0,Not Eligible
3.26,78.3,32.7,43.0,Not Eligible
3.11,80.7,51.5,103.0,Eligible
3.49,61.6,33.8,119.0,Eligible
2.56,68.8,53.2,104.0,Eligible
3.13,92.3,84.1,49.0,Not Eligible
2.18,92.4,13.4,83.0,Not Eligible
2.83,73.2,41.3,18.0,Not Eligible
3.5,78.4,63.4,98.0,Not Eligible
3.39,67.3,46.5,87.0,Not Eligible
3.98,92.9,78.2,61.0,Not Eligible
2.56,98.3,16.1,98.0,Not Eligible
3.0,71.7,87.5,92.0,Not Eligible
2.66,91.3,97.8,117.0,Eligible
2.88,74.1,36.0,64.0,Not Eligible
3.71,60.1,11.4,106.0,Eligible
3.37,84.0,98.8,80.0,Not Eligible
3.76,76.4,35.1,92.0,Not Eligible
2.41,90.3,49.2,19.0,Not Eligible
3.75,90.0,24.3,44.0,Not Eligible
2.12,97.8,5.5,30.0,Not Eligible
3.78,77.5,12.5,16.0,Not Eligible
2.66,79.3,23.8,67.0,Not Eligible
2.63,76.0,98.8,19.0,Not Eligible
3.02,71.9,79.6,27.0,Not Eligible
3.88,85.5,42.1,62.0,Not Eligible
2.1,93.1,31.9,75.0,Not Eligible
2.7,66.3,14.4,32.0,Not Eligible
3.71,99.3,48.5,17.0,Not Eligible
2.79,87.4,90.7,99.0,Not Eligible
2.4,91.2,99.3,96.0,Not Eligible
2.85,100.0,90.2,31.0,Not Eligible
2.77,80.2,6.6,95.0,Not Eligible
3.83,62.9,15.8,29.0,Not Eligible
3.52,91.6,14.2,81.0,Not Eligible
3.01,94.8,16.2,91.0,Not Eligible
3.98,66.5,12.4,45.0,Not Eligible
2.93,61.0,9.6,34.0,Not Eligible
2.12,65.4,35.0,76.0,Not Eligible
2.52,73.0,15.8,5.0,Not Eligible
2.87,97.0,14.5,127.0,Eligible
2.31,60.1,52.4,7.0,Not Eligible
3.9,92.2,20.3,121.0,Eligible
3.53,94.2,0.6,129.0,Eligible
2.54,92.4,69.6,16.0,Not Eligible
3.18,63.3,32.9,73.0,Not Eligible
3.44,87.2,73.7,90.0,Not Eligible
3.88,98.2,89.3,105.0,Eligible
3.76,64.8,92.5,6.0,Not Eligible
3.03,61.3,17.8,48.0,Not Eligible
3.55,94.9,67.3,28.0,Not Eligible
3.12,85.8,7.5,115.0,Eligible
3.11,85.9,46.3,126.0,Eligible
2.23,98.6,42.7,84.0,Not Eligible
2.25,90.8,20.3,81.0,Not Eligible
3.06,75.9,77.5,59.0,Not Eligible
2.54,77.4,91.3,27.0,Not Eligible
2.04,65.8,25.8,26.0,Not Eligible
3.45,72.2,24.9,56.0,Not Eligible
2.06,77.8,19.6,19.0,Not Eligible
3.19,70.4,68.7,49.0,Not Eligible
3.08,96.6,5.6,89.0,Not Eligible
3.94,60.5,6.4,115.0,Eligible
2.97,83.5,17.4,72.0,Not Eligible
2.13,90.9,54.6,70.0,Not Eligible
3.1,89.3,25.3,25.0,Not Eligible
3.68,85.7,98.7,105.0,Eligible
3.99,76.4,39.5,76.0,Not Eligible
2.86,96.7,47.0,124.0,Eligible
2.64,73.2,6.5,84.0,Not Eligible
3.81,90.0,70.6,77.0,Not Eligible
2.38,97.1,78.9,38.0,Not Eligible
3.23,65.1,33.4,79.0,Not Eligible
2.81,97.9,72.6,87.0,Not Eligible
2.08,91.0,22.8,38.0,Not Eligible
2.69,84.7,79.8,8.0,Not Eligible
2.53,74.9,54.2,89.0,Not Eligible
3.37,96.2,39.7,65.0,Not Eligible
3.9,61.8,72.0,51.0,Not Eligible
2.54,77.3,61.5,93.0,Not Eligible
3.62,90.3,53.2,96.0,Not Eligible
2.11,92.4,21.1,42.0,Not Eligible
3.08,68.1,84.9,8.0,Not Eligible
2.14,61.9,43.2,27.0,Not Eligible
3.87,92.1,44.6,120.0,Eligible
3.53,76.9,20.1,38.0,Not Eligible
3.32,65.7,93.1,20.0,Not Eligible
3.65,63.4,55.5,113.0,Eligible
3.3,85.6,46.3,5.0,Not Eligible
3.94,83.3,97.7,105.0,Eligible
3.43,94.2,36.6,101.0,Eligible
3.85,61.3,3.2,74.0,Not Eligible
3.03,94.7,22.9,83.0,Not Eligible
2.23,95.5,74.6,21.0,Not Eligible
3.06,77.9,15.6,74.0,Not Eligible
2.25,63.1,15.6,71.0,Not Eligible
3.18,97.9,45.6,23.0,Not Eligible
2.96,62.9,45.3,96.0,Not Eligible
3.25,83.6,46.0,5.0,Not Eligible
2.02,79.7,21.9,46.0,Not Eligible
2.39,93.4,16.8,85.0,Not Eligible
2.98,80.1,76.9,104.0,Eligible
3.9,78.8,60.4,74.0,Not Eligible
2.77,95.2,32.1,120.0,Eligible
2.85,98.6,19.7,48.0,Not Eligible
3.43,82.0,87.8,126.0,Eligible
3.21,78.2,13.7,30.0,Not Eligible
2.6,93.2,58.4,62.0,Not Eligible
2.82,93.2,61.0,119.0,Eligible
2.44,72.8,85.7,71.0,Not Eligible
3.93,83.0,5.7,83.0,Not Eligible
2.26,66.2,30.8,120.0,Not Eligible
2.74,85.4,96.6,123.0,Eligible
2.05,93.4,56.9,29.0,Not Eligible
2.44,67.5,41.8,103.0,Not Eligible
3.56,72.9,31.7,124.0,Eligible
2.4,78.0,14.9,5.0,Not Eligible
2.16,93.8,18.7,65.0,Not Eligible
2.95,89.3,77.9,110.0,Eligible
2.02,72.7,24.4,55.0,Not Eligible
2.17,69.7,22.0,64.0,Not Eligible
3.62,87.8,31.9,124.0,Eligible
3.54,79.2,75.6,89.0,Not Eligible
3.83,83.7,42.0,81.0,Not Eligible
3.71,85.9,2.8,101.0,Eligible
3.37,82.3,51.3,103.0,Eligible
2.1,84.5,27.8,101.0,Not Eligible
3.57,95.5,45.8,31.0,Not Eligible
3.69,94.7,88.3,1.0,Not Eligible
3.6,66.0,19.7,73.0,Not Eligible
3.02,83.5,33.9,6.0,Not Eligible
2.47,77.6,94.5,0.0,Not Eligible
3.69,71.4,77.3,129.0,Eligible
3.45,85.2,27.4,75.0,Not Eligible
3.96,80.4,10.6,90.0,Not Eligible
2.31,91.0,93.4,129.0,Not Eligible
2.45,63.7,14.5,53.0,Not Eligible
2.42,72.1,36.5,115.0,Not Eligible
3.59,61.0,33.2,94.0,Not Eligible
2.37,89.8,11.6,41.0,Not Eligible
2.13,96.5,10.1,11.0,Not Eligible
4.0,83.5,28.2,82.0,Not Eligible
2.05,84.7,36.8,127.0,Not Eligible
3.67,61.9,96.9,72.0,Not Eligible
2.73,80.2,53.6,124.0,Eligible
3.68,81.1,90.9,10.0,Not Eligible
3.11,61.6,12.8,122.0,Eligible
3.8,91.3,23.8,122.0,Eligible
3.85,71.1,16.3,51.0,Not Eligible
2.02,88.9,37.5,13.0,Not Eligible
2.15,76.1,91.8,125.0,Not Eligible
2.5,99.8,29.4,114.0,Eligible
3.34,68.5,59.6,125.0,Eligible
3.78,62.3,91.6,37.0,Not Eligible
2.92,99.2,50.3,41.0,Not Eligible
3.21,69.8,52.8,65.0,Not Eligible
2.38,85.4,55.3,76.0,Not Eligible
3.61,75.0,28.0,76.0,Not Eligible
3.93,85.6,41.8,27.0,Not Eligible
2.54,83.8,84.7,4.0,Not Eligible
2.99,88.3,40.0,120.0,Eligible
2.17,60.7,41.9,97.0,Not Eligible
3.12,93.4,11.6,15.0,Not Eligible
3.01,79.1,46.4,80.0,Not Eligible
2.29,80.8,8.3,25.0,Not Eligible
2.88,76.4,26.7,5.0,Not Eligible
2.67,99.6,97.9,22.0,Not Eligible
3.04,92.1,90.5,94.0,Not Eligible
3.17,72.5,62.1,64.0,Not Eligible
2.02,91.3,71.3,38.0,Not Eligible
3.52,77.5,23.8,97.0,Not Eligible
3.43,94.8,14.4,62.0,Not Eligible
2.73,61.2,55.1,47.0,Not Eligible
2.11,74.2,89.8,10.0,Not Eligible
3.51,77.2,83.2,15.0,Not Eligible
3.91,89.8,58.9,35.0,Not Eligible
2.48,67.3,98.5,35.0,Not Eligible
2.65,71.5,24.8,27.0,Not Eligible
2.37,89.0,76.7,13.0,Not Eligible
3.15,63.1,28.4,80.0,Not Eligible
2.31,68.0,97.4,64.0,Not Eligible
2.71,90.1,26.5,83.0,Not Eligible
3.39,95.0,36.6,62.0,Not Eligible
3.12,89.2,47.6,79.0,Not Eligible
2.77,81.1,32.2,112.0,Eligible
2.84,64.0,27.6,7.0,Not Eligible
3.12,93.1,47.0,73.0,Not Eligible
2.01,65.0,81.6,38.0,Not Eligible
2.16,75.4,77.4,25.0,Not Eligible
3.76,62.0,44.4,36.0,Not Eligible
2.16,88.4,31.3,113.0,Not Eligible
3.41,80.1,13.1,112.0,Eligible
3.84,96.3,87.0,15.0,Not Eligible
2.54,65.5,88.6,116.0,Eligible
2.74,92.8,6.7,97.0,Not Eligible
3.14,80.4,74.9,4.0,Not Eligible
3.76,74.6,88.4,98.0,Not Eligible
3.88,85.7,73.6,2.0,Not Eligible
3.48,91.6,34.0,59.0,Not Eligible
2.17,77.6,42.9,34.0,Not Eligible
3.34,69.3,30.1,71.0,Not Eligible
2.82,96.6,54.3,107.0,Eligible
2.94,72.5,89.0,6.0,Not Eligible
2.1,99.9,67.1,41.0,Not Eligible
2.38,90.7,45.8,60.0,Not Eligible
3.58,87.5,86.0,103.0,Eligible
2.91,60.5,0.1,52.0,Not Eligible
2.6,77.9,27.5,15.0,Not Eligible
2.77,80.1,43.6,6.0,Not Eligible
3.71,75.1,59.3,80.0,Not Eligible
3.5,66.0,99.6,8.0,Not Eligible
2.54,74.7,64.0,107.0,Eligible
2.24,63.0,38.2,106.0,Not Eligible
2.5,71.6,72.5,129.0,Eligible
3.84,63.3,98.4,62.0,Not Eligible
3.16,90.1,61.1,46.0,Not Eligible
3.07,86.8,35.2,125.0,Eligible
3.19,97.6,68.2,104.0,Eligible
2.73,75.2,46.4,31.0,Not Eligible
3.61,91.4,53.6,107.0,Eligible
3.05,83.5,95.5,112.0,Eligible
2.23,85.8,43.7,112.0,Not Eligible
2.26,81.9,31.4,108.0,Not Eligible
3.07,91.2,63.5,39.0,Not Eligible
3.87,61.7,56.8,43.0,Not Eligible
2.62,63.2,39.7,116.0,Eligible
3.74,63.8,30.3,32.0,Not Eligible
3.53,71.5,52.5,55.0,Not Eligible
2.5,83.6,16.3,11.0,Not Eligible
2.07,85.8,26.8,96.0,Not Eligible
2.2,88.5,85.1,73.0,Not Eligible
3.46,71.2,90.9,89.0,Not Eligible
2.4,86.0,39.3,41.0,Not Eligible
2.74,64.7,83.4,94.0,Not Eligible
3.0,60.4,10.3,72.0,Not Eligible
3.45,87.8,21.6,127.0,Eligible
2.23,88.6,59.7,1.0,Not Eligible
2.81,84.9,67.8,85.0,Not Eligible
2.97,70.4,25.2,30.0,Not Eligible
3.08,97.1,94.0,18.0,Not Eligible
3.64,95.0,62.3,73.0,Not Eligible
2.34,80.6,92.1,51.0,Not Eligible
3.62,99.6,10.6,67.0,Not Eligible
3.39,71.9,58.3,33.0,Not Eligible
3.11,79.6,34.2,100.0,Eligible
3.4,97.1,86.7,83.0,Not Eligible
2.82,78.5,1.3,76.0,Not Eligible
2.28,78.8,76.7,92.0,Not Eligible
3.33,63.2,16.4,99.0,Not Eligible
3.05,68.5,89.0,72.0,Not Eligible
3.28,66.3,46.2,18.0,Not Eligible
2.68,82.6,17.2,34.0,Not Eligible
3.81,72.7,81.8,13.0,Not Eligible
3.17,63.1,50.3,21.0,Not Eligible
2.17,80.4,6.2,10.0,Not Eligible
2.9,86.8,3.3,69.0,Not Eligible
3.51,89.5,25.4,92.0,Not Eligible
3.59,93.5,71.4,19.0,Not Eligible
2.99,79.3,43.4,6.0,Not Eligible
3.79,75.6,52.6,59.0,Not Eligible
2.54,87.4,13.6,126.0,Eligible
2.82,60.5,72.0,78.0,Not Eligible
3.8,85.3,36.1,106.0,Eligible
3.79,76.2,33.5,26.0,Not Eligible
3.37,78.1,58.2,121.0,Eligible
3.72,71.9,76.5,57.0,Not Eligible
2.18,65.1,2.4,39.0,Not Eligible
3.73,76.1,4.9,68.0,Not Eligible
2.64,72.3,9.6,104.0,Eligible
2.36,98.4,84.6,102.0,Not Eligible
2.48,97.7,85.5,50.0,Not Eligible
2.84,85.8,63.8,23.0,Not Eligible
